# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab Lactobacillus_16S_renamed_filt_aligned/Lactobacillus_16S_renamed_filt_aligned.tab --viterbi /home/adamsorbie/miniconda3/envs/bioinfo/share/ssu-align-0.1.1/ssu-align-0p1.cm Lactobacillus_16S_renamed_filt.fna
# date:       Wed Jun 17 12:06:20 2020
# num seqs:   155
# dbsize(Mb): 0.486716
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                          target coord   query coord                         
#                                                ----------------------  ------------                         
# model name  target name                             start        stop  start   stop    bit sc   E-value  GC%
# ----------  ---------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  bacteria    Lactobacillus_H_vaginalis_A              1572           1      1   1582   2023.10         -   54
  bacteria    Lactobacillus_O_sucicola                 1552           1      1   1582   2122.84         -   51
  bacteria    Lactobacillus_G_paracollinoides             1        1559      1   1582   2058.05         -   52
  bacteria    Lactobacillus_O_mali_A                   1515           1      1   1582   2059.69         -   51
  bacteria    Lactobacillus_H_secaliphilus                1        1570      1   1582   2042.08         -   54
  bacteria    Lactobacillus_K_farciminis                  1        1562      1   1582   2096.63         -   51
  bacteria    Lactobacillus_H_coleohominis             1570           1      1   1582   2005.42         -   54
  bacteria    Lactobacillus_C_thailandensis            1566           1      1   1582   2063.70         -   52
  bacteria    Lactobacillus_B_agilis                      1        1558      1   1582   2126.38         -   51
  bacteria    Lactobacillus_B_agilis                    637         587      1   1582     -0.61         -   49
  bacteria    Lactobacillus_psittaci                    885         902      1   1582      0.49         -   33
  bacteria    Lactobacillus_psittaci                   1556           1      1   1582   2053.17         -   52
  bacteria    Lactobacillus_hamsteri                   1555           1      1   1582   2056.66         -   53
#
# Post-search info for CM 2: bacteria
#
# rnd  mod  alg  cfg   beta  bit sc cut  num hits  surv fract
# ---  ---  ---  ---  -----  ----------  --------  ----------
#   1  hmm  vit  loc      -       -1.00       174      0.5033
#
#    run time  (hr:min:sec)
# -----------
#    00:00:50
#
# Pre-search info for CM 3: eukarya
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: eukarya
#                                                          target coord   query coord                         
#                                                ----------------------  ------------                         
# model name  target name                             start        stop  start   stop    bit sc   E-value  GC%
# ----------  ---------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  eukarya     Lactobacillus_amylovorus                 1354        1551      1   1881     49.76         -   60
  eukarya     Lactobacillus_B_hayakitensis             1227        1549      1   1881     61.32         -   52
  eukarya     Lactobacillus_H_wasatchensis             1365        1563      1   1881     51.67         -   55
  eukarya     Lactobacillus_H_equigenerosi             1367        1564      1   1881     51.76         -   56
  eukarya     Lactobacillus_G_collinoides               204           7      1   1881     51.76         -   57
  eukarya     Lactobacillus_kitasatonis                 204           7      1   1881     51.76         -   59
  eukarya     Lactobacillus_sp002911475                 204           7      1   1881     49.76         -   59
  eukarya     Lactobacillus_kefiranofaciens             204           7      1   1881     49.76         -   60
  eukarya     Lactobacillus_intestinalis                208           7      1   1881     49.41         -   58
  eukarya     Lactobacillus_C_rhamnosus                 520         544      1   1881     -0.45         -   40
  eukarya     Lactobacillus_C_rhamnosus                 331           7      1   1881     54.61         -   54
  eukarya     Lactobacillus_crispatus                  1354        1551      1   1881     49.76         -   60
  eukarya     Lactobacillus_H_timonensis               1365        1562      1   1881     51.76         -   58
  eukarya     Lactobacillus_O_cacaonum                  328           7      1   1881     58.74         -   54
  eukarya     Lactobacillus_O_nagelii                  1226        1547      1   1881     61.96         -   54
  eukarya     Lactobacillus_jensenii                    203           7      1   1881     49.85         -   56
  eukarya     Lactobacillus_H_frumenti                 1242        1563      1   1881     51.97         -   56
  eukarya     Lactobacillus_bombicola                   206           7      1   1881     51.58         -   53
  eukarya     Lactobacillus_B_animalis                 1231        1552      1   1881     56.21         -   54
  eukarya     Lactobacillus_ultunensis                 1354        1551      1   1881     49.76         -   60
  eukarya     Lactobacillus_F_plantarum_A               784        1555      1   1881     66.10         -   52
  eukarya     Lactobacillus_johnsonii                   206           7      1   1881     49.58         -   55
  eukarya     Lactobacillus_C_paracasei                 520         544      1   1881     -0.45         -   40
  eukarya     Lactobacillus_C_paracasei                 331           7      1   1881     54.61         -   54
  eukarya     Lactobacillus_amylolyticus                204           7      1   1881     47.54         -   60
  eukarya     Lactobacillus_G_paucivorans              1231        1552      1   1881     59.33         -   53
  eukarya     Lactobacillus_H_oris                     1242        1563      1   1881     58.18         -   57
  eukarya     Lactobacillus_H_gastricus                1364        1561      1   1881     51.76         -   56
  eukarya     Lactobacillus_G_parafarraginis           1486        1495      1   1881     -0.02         -   20
  eukarya     Lactobacillus_G_parafarraginis            328           7      1   1881     52.37         -   54
  eukarya     Lactobacillus_O_aquaticus                 328           7      1   1881     57.77         -   53
  eukarya     Lactobacillus_G_diolivorans               328           7      1   1881     52.37         -   54
  eukarya     Lactobacillus_G_micheneri                 328           7      1   1881     50.83         -   51
  eukarya     Lactobacillus_K_mindensis                1344        1357      1   1881     -0.37         -   36
  eukarya     Lactobacillus_K_mindensis                 206           7      1   1881     51.58         -   56
  eukarya     Lactobacillus_sp002916935                1231        1554      1   1881     52.27         -   51
  eukarya     Lactobacillus_G_rapi                     1240        1561      1   1881     52.37         -   53
  eukarya     Lactobacillus_G_lindneri                 1242        1564      1   1881     57.31         -   52
  eukarya     Lactobacillus_G_lindneri                   32           6      1   1881     -0.83         -   52
  eukarya     Lactobacillus_B_ruminis_A                 204           7      1   1881     52.84         -   55
  eukarya     Lactobacillus_E_backii                    783        1556      1   1881     65.31         -   53
  eukarya     Lactobacillus_E_backii                   1146        1136      1   1881     -0.63         -   27
  eukarya     Lactobacillus_C_casei                    1233        1557      1   1881     54.61         -   54
  eukarya     Lactobacillus_C_casei                    1044        1020      1   1881     -0.45         -   40
  eukarya     Lactobacillus_K_crustorum                1347        1357      1   1881     -0.01         -   36
  eukarya     Lactobacillus_K_crustorum                 206           7      1   1881     51.58         -   56
  eukarya     Lactobacillus_iners                       204           7      1   1881     50.66         -   56
  eukarya     Lactobacillus_N_composti                 1227        1549      1   1881     60.06         -   54
  eukarya     Lactobacillus_C_brantae                   329           7      1   1881     60.57         -   54
  eukarya     Lactobacillus_G_spicheri                  328           7      1   1881     55.73         -   53
  eukarya     Lactobacillus_G_farraginis                328           7      1   1881     52.86         -   55
  eukarya     Lactobacillus_D_fuchuensis               1238        1559      1   1881     52.92         -   53
  eukarya     Lactobacillus_F_sp002970915               792        1562      1   1881     69.57         -   52
  eukarya     Lactobacillus_B_murinus                  1231        1552      1   1881     59.28         -   54
  eukarya     Lactobacillus_B_aviarius_D               1230        1551      1   1881     58.01         -   54
  eukarya     Lactobacillus_B_aviarius_D                228         209      1   1881     -0.99         -   40
  eukarya     Lactobacillus_G_odoratitofui              204           7      1   1881     51.76         -   57
  eukarya     Lactobacillus_K_futsaii                  1355        1554      1   1881     51.58         -   56
  eukarya     Lactobacillus_I_siliginis                1365        1563      1   1881     49.44         -   55
  eukarya     Lactobacillus_C_pantheris                 416         426      1   1881     -0.63         -   27
  eukarya     Lactobacillus_C_pantheris                 330           7      1   1881     54.32         -   55
  eukarya     Lactobacillus_H_sp900156885              1364        1561      1   1881     51.76         -   58
  eukarya     Lactobacillus_acetotolerans               210           7      1   1881     49.23         -   54
  eukarya     Lactobacillus_H_hokkaidonensis           1365        1566      1   1881     46.31         -   53
  eukarya     Lactobacillus_E_rennini                   783        1555      1   1881     62.97         -   55
  eukarya     Lactobacillus_E_rennini                  1146        1136      1   1881     -0.63         -   27
  eukarya     Lactobacillus_K_heilongjiangensis        1344        1357      1   1881     -0.37         -   36
  eukarya     Lactobacillus_K_heilongjiangensis         206           7      1   1881     51.58         -   56
  eukarya     Lactobacillus_O_uvarum                    328           7      1   1881     57.77         -   53
  eukarya     Lactobacillus_G_kunkeei                  1243        1560      1   1881     46.89         -   52
  eukarya     Lactobacillus_G_similis                   204           7      1   1881     51.76         -   56
  eukarya     Lactobacillus_H_antri                    1242        1564      1   1881     58.09         -   56
  eukarya     Lactobacillus_G_curieae                   328           7      1   1881     52.37         -   53
  eukarya     Lactobacillus_K_nodensis                  205           7      1   1881     51.67         -   54
  eukarya     Lactobacillus_G_kunkeei_B                1243        1560      1   1881     48.34         -   51
  eukarya     Lactobacillus_K_farciminis_A             1355        1554      1   1881     51.58         -   56
  eukarya     Lactobacillus_hominis                     206           7      1   1881     49.58         -   54
  eukarya     Lactobacillus_O_oeni                     1226        1548      1   1881     58.80         -   54
  eukarya     Lactobacillus_F_fabifermentans           1357        1554      1   1881     51.76         -   57
  eukarya     Lactobacillus_kalixensis                 1353        1550      1   1881     49.76         -   59
  eukarya     Lactobacillus_B_aviarius                  328           7      1   1881     55.57         -   53
  eukarya     Lactobacillus_pasteurii                   204           7      1   1881     49.76         -   60
  eukarya     Lactobacillus_kullabergensis              206           7      1   1881     49.58         -   56
  eukarya     Lactobacillus_melliventris               1647        1846      1   1881     49.58         -   56
  eukarya     Lactobacillus_K_tucceti                   205           7      1   1881     46.92         -   53
  eukarya     Lactobacillus_K_mellis                    206           7      1   1881     51.58         -   56
  eukarya     Lactobacillus_G_apinorum                 1636        1827      1   1881     46.60         -   52
  eukarya     Lactobacillus_floricola                   205           7      1   1881     51.48         -   54
  eukarya     Lactobacillus_H_pontis_A                 1241        1563      1   1881     62.18         -   56
  eukarya     Lactobacillus_taiwanensis                 206           7      1   1881     49.58         -   55
  eukarya     Lactobacillus_L_dextrinicus              1238        1561      1   1881     57.42         -   54
  eukarya     Lactobacillus_G_zymae                     328           7      1   1881     58.23         -   54
  eukarya     Lactobacillus_G_bambusae                  329           7      1   1881     51.99         -   54
  eukarya     Lactobacillus_H_ingluviei                 204           7      1   1881     51.76         -   58
  eukarya     Lactobacillus_H_vaccinostercus            206           7      1   1881     51.58         -   57
  eukarya     Lactobacillus_acidophilus                 204           7      1   1881     49.76         -   60
  eukarya     Lactobacillus_H_suebicus                 1366        1564      1   1881     51.67         -   55
  eukarya     Lactobacillus_G_sunkii                   1240        1561      1   1881     52.37         -   53
  eukarya     Lactobacillus_K_alimentarius             1355        1554      1   1881     51.58         -   56
  eukarya     Lactobacillus_B_equi                      656           7      1   1881     58.30         -   54
  eukarya     Lactobacillus_C_camelliae                 417         427      1   1881     -0.63         -   27
  eukarya     Lactobacillus_C_camelliae                 331           7      1   1881     57.51         -   56
  eukarya     Lactobacillus_F_sp002970935               792        1562      1   1881     69.57         -   52
  eukarya     Lactobacillus_G_hilgardii                1239        1560      1   1881     52.37         -   54
  eukarya     Lactobacillus_G_quenuiae                  328           7      1   1881     53.01         -   51
  eukarya     Lactobacillus_gasseri_A                  1360        1559      1   1881     49.58         -   55
  eukarya     Lactobacillus_equicursoris                206           7      1   1881     49.58         -   58
  eukarya     Lactobacillus_gallinarum                  204           7      1   1881     49.76         -   59
  eukarya     Lactobacillus_K_kimchiensis              1344        1357      1   1881     -0.45         -   21
  eukarya     Lactobacillus_K_kimchiensis               206           7      1   1881     51.58         -   56
  eukarya     Lactobacillus_K_ginsenosidimutans         205           7      1   1881     51.67         -   54
  eukarya     Lactobacillus_K_nantensis                1355        1554      1   1881     51.58         -   56
  eukarya     Lactobacillus_K_nantensis                 217         204      1   1881     -0.37         -   36
  eukarya     Lactobacillus_C_nasuensis                1356        1555      1   1881     51.58         -   56
  eukarya     Lactobacillus_C_nasuensis                1146        1136      1   1881     -0.63         -   27
  eukarya     Lactobacillus_H_oligofermentans           204           7      1   1881     51.76         -   57
  eukarya     Lactobacillus_F_xiangfangensis            777           7      1   1881     66.19         -   53
  eukarya     Lactobacillus_O_mali                      329           7      1   1881     58.65         -   54
  eukarya     Lactobacillus_G_senmaizukei               328           7      1   1881     57.51         -   53
  eukarya     Lactobacillus_G_brevis                    328           7      1   1881     55.83         -   53
  eukarya     Lactobacillus_D_sakei_A                  1239        1562      1   1881     59.94         -   54
  eukarya     Lactobacillus_K_paralimentarius_A        1355        1554      1   1881     51.58         -   56
  eukarya     Lactobacillus_K_paralimentarius_A         217         204      1   1881     -0.37         -   29
  eukarya     Lactobacillus_H_reuteri                  1365        1563      1   1881     51.67         -   58
  eukarya     Lactobacillus_amylophilus                 206           7      1   1881     46.83         -   53
  eukarya     Lactobacillus_O_ghanensis                1226        1547      1   1881     62.06         -   53
  eukarya     Lactobacillus_sp000760615                1353        1552      1   1881     49.58         -   56
  eukarya     Lactobacillus_helveticus                  204           7      1   1881     44.67         -   59
  eukarya     Lactobacillus_D_sakei                     330           7      1   1881     59.94         -   54
  eukarya     Lactobacillus_M_selangorensis             578         253      1   1881     56.17         -   55
  eukarya     Lactobacillus_O_satsumensis               329           7      1   1881     62.69         -   54
  eukarya     Lactobacillus_G_kisonensis                328           7      1   1881     52.37         -   53
  eukarya     Lactobacillus_G_acidifarinae              328           7      1   1881     56.55         -   54
  eukarya     Lactobacillus_B_apodemi                   274          80      1   1881     19.62         -   55
  eukarya     Lactobacillus_G_fructivorans             1487        1497      1   1881     -0.11         -   18
  eukarya     Lactobacillus_G_fructivorans              328           7      1   1881     51.83         -   52
  eukarya     Lactobacillus_G_parabrevis                328           7      1   1881     55.83         -   53
  eukarya     Lactobacillus_K_sp002762335               205           7      1   1881     51.67         -   55
  eukarya     Lactobacillus_K_allii                    1363        1564      1   1881     51.40         -   53
  eukarya     Lactobacillus_G_senioris                 1240        1562      1   1881     50.11         -   54
  eukarya     Lactobacillus_L_concavus                  330           7      1   1881     57.42         -   53
  eukarya     Lactobacillus_K_paralimentarius          1355        1554      1   1881     51.58         -   56
  eukarya     Lactobacillus_K_paralimentarius           217         204      1   1881     -0.37         -   29
  eukarya     Lactobacillus_G_parabuchneri             1487        1496      1   1881      0.44         -   20
  eukarya     Lactobacillus_G_parabuchneri              328           7      1   1881     52.37         -   53
  eukarya     Lactobacillus_F_plantarum                 778           7      1   1881     65.38         -   52
  eukarya     Lactobacillus_gasseri                     206           7      1   1881     49.58         -   55
  eukarya     Lactobacillus_O_capillatus                328           7      1   1881     57.92         -   53
  eukarya     Lactobacillus_F_herbarum                  784        1556      1   1881     68.67         -   51
  eukarya     Lactobacillus_G_ozensis                  1232        1554      1   1881     53.78         -   53
  eukarya     Lactobacillus_B_ruminis                   903        1551      1   1881     62.63         -   54
  eukarya     Lactobacillus_B_ruminis                   211         202      1   1881     -0.31         -   40
  eukarya     Lactobacillus_D_graminis                 1237        1560      1   1881     59.94         -   53
  eukarya     Lactobacillus_A_algidus                  1227        1549      1   1881     55.34         -   53
  eukarya     Lactobacillus_C_saniviri                 1237        1559      1   1881     53.38         -   54
  eukarya     Lactobacillus_C_saniviri                 1151        1141      1   1881     -0.63         -   27
  eukarya     Lactobacillus_E_coryniformis              417         427      1   1881     -0.63         -   27
  eukarya     Lactobacillus_E_coryniformis              780           7      1   1881     66.81         -   53
  eukarya     Lactobacillus_K_sp002872255              1355        1554      1   1881     51.58         -   56
  eukarya     Lactobacillus_jensenii_A                 1353        1549      1   1881     49.85         -   56
  eukarya     Lactobacillus_G_florum                   1240        1561      1   1881     51.83         -   53
  eukarya     Lactobacillus_G_florum                     32           6      1   1881     -0.83         -   52
  eukarya     Lactobacillus_G_namurensis               1231        1552      1   1881     55.73         -   53
  eukarya     Lactobacillus_F_pentosus                  784        1555      1   1881     65.38         -   52
  eukarya     Lactobacillus_H_reuteri_D                1365        1563      1   1881     51.67         -   57
  eukarya     Lactobacillus_H_reuteri_D                 106          97      1   1881      0.23         -   30
  eukarya     Lactobacillus_G_raoultii                 1364        1685      1   1881     53.56         -   54
  eukarya     Lactobacillus_helsingborgensis           1353        1552      1   1881     49.58         -   56
  eukarya     Lactobacillus_D_curvatus                 1236        1557      1   1881     58.43         -   54
  eukarya     Lactobacillus_H_vaginalis_A               328           7      1   1881     52.51         -   55
  eukarya     Lactobacillus_O_sucicola                  328           7      1   1881     57.77         -   53
  eukarya     Lactobacillus_G_paracollinoides          1354        1551      1   1881     51.76         -   57
  eukarya     Lactobacillus_O_mali_A                    290           1      1   1881     20.53         -   53
  eukarya     Lactobacillus_H_secaliphilus             1241        1562      1   1881     56.74         -   56
  eukarya     Lactobacillus_K_farciminis               1355        1554      1   1881     51.58         -   56
  eukarya     Lactobacillus_H_coleohominis              328           7      1   1881     52.24         -   57
  eukarya     Lactobacillus_C_thailandensis             416         426      1   1881     -0.63         -   27
  eukarya     Lactobacillus_C_thailandensis             330           7      1   1881     58.12         -   55
  eukarya     Lactobacillus_B_agilis                   1352        1550      1   1881     52.75         -   54
  eukarya     Lactobacillus_psittaci                    203           7      1   1881     49.85         -   56
  eukarya     Lactobacillus_hamsteri                    204           7      1   1881     49.76         -   59
#
# Post-search info for CM 3: eukarya
#
# rnd  mod  alg  cfg   beta  bit sc cut  num hits  surv fract
# ---  ---  ---  ---  -----  ----------  --------  ----------
#   1  hmm  vit  loc      -       -1.00       181      0.0955
#
#    run time  (hr:min:sec)
# -----------
#    00:01:11
